(-993225458979902109, 35) 1 | (35, 993225458979902109) 6
(-86195097888593, 59550067079) 1 | (59550067079, 86195097888593) 9
(-85121994927413, 95066703794) 2 | (95066703794, 85121994927413) 5
(-85097925944469, 47) 1 | (47, 85097925944469) 1
(-84117556287855, 7671748004241727) 6 | (7671748004241727, 84117556287855) 0
(-84103232361028, 99860904887) 1 | (99860904887, 84103232361028) 1
(-83716052645711, 1853440) 6 | (1853440, 83716052645711) 3
(-83014022000518, 27) 8 | (27, 83014022000518) 2
(-82483505212673, 69552291355554) 2 | (69552291355554, 82483505212673) 17
(-82309263046827, 46353028) 6 | (46353028, 82309263046827) 1
(-81488555427976, 92315) 1 | (92315, 81488555427976) 1
(-81417821238631, 60849935465071855) 3 | (60849935465071855, 81417821238631) 4
(-81335575890319, 3) 1 | (3, 81335575890319) 2
(-79990861376579, 72793058604685) 7 | (72793058604685, 79990861376579) 2
(-79901523193429, 118048727273009941) 6 | (118048727273009941, 79901523193429) 1
(-79704122687391, 19317136385113) 2 | (19317136385113, 79704122687391) 2
(-79404059867376, 6967966840873) 10 | (6967966840873, 79404059867376) 0
(-78526967839593, 29845351493884) 8 | (29845351493884, 78526967839593) 9
(-78474446052936, 125225) 5 | (125225, 78474446052936) 1
(-78448887403919, 216318904684068) 20 | (216318904684068, 78448887403919) 76
(-78414497493398, 60003917691251) 2 | (60003917691251, 78414497493398) 1
(-78372261442689, 25429401536) 3 | (25429401536, 78372261442689) 2
(-78287130456634, 1) 1 | (1, 78287130456634) 2
(-78131307706389, 39524) 65 | (39524, 78131307706389) 17
(-78066630776057, 7198173) 4 | (7198173, 78066630776057) 2
(-77948406071883, 972258621408356) 3 | (972258621408356, 77948406071883) 3
(-77565877570831, 4617) 1 | (4617, 77565877570831) 1
(-76503033743773, 47769408105862) 59 | (47769408105862, 76503033743773) 28
(-76356874880559, 95739486290750) 25 | (95739486290750, 76356874880559) 43
(-76065807119751, 79598882333678) 20 | (79598882333678, 76065807119751) 40
(-75585290430569, 42537826161185) 26 | (42537826161185, 75585290430569) 43
(-75532048872339, 334052552) 1 | (334052552, 75532048872339) 1
(-75449123849537, 571) 1 | (571, 75449123849537) 5
(-74716790958384, 4105) 3 | (4105, 74716790958384) 3
(-74051722108221, 48421011346189) 1 | (48421011346189, 74051722108221) 2
(-73830529603879, 14461094586165) 1 | (14461094586165, 73830529603879) 5
(-73385728144691, 59356447259077) 6 | (59356447259077, 73385728144691) 1
(-73057110961951, 5) 14 | (5, 73057110961951) 46
(-72957515011943, 90324533915534) 1 | (90324533915534, 72957515011943) 2
(-72516574863305, 12954503301) 6 | (12954503301, 72516574863305) 3
(-72512211047100, 62145910350289) 5 | (62145910350289, 72512211047100) 2
(-72353885573252, 7) 8 | (7, 72353885573252) 1
(-71388722371209, 602921847213766) 2 | (602921847213766, 71388722371209) 3
(-70992869388829, 499441) 1 | (499441, 70992869388829) 2
(-70573695450865, 9450759) 1 | (9450759, 70573695450865) 2
(-70453474817499, 9213286497778) 33 | (9213286497778, 70453474817499) 50
(-69912933641066, 79793403160707) 35 | (79793403160707, 69912933641066) 59
(-69340301795189, 12302384031584) 7 | (12302384031584, 69340301795189) 3
(-69190227014381, 2) 3 | (2, 69190227014381) 2
(-69057318283160, 82015352743943) 9 | (82015352743943, 69057318283160) 1
(-68803347111385, 69629469352607) 8 | (69629469352607, 68803347111385) 13
(-68277015180781, 36119476412180) 4 | (36119476412180, 68277015180781) 3
(-68105325596120, 5286448857) 34 | (5286448857, 68105325596120) 28
(-67665204935293, 62300113538080) 5 | (62300113538080, 67665204935293) 5
(-67397755988428, 110065171556611) 2 | (110065171556611, 67397755988428) 5
(-67384075482397, 21433968667065) 3 | (21433968667065, 67384075482397) 7
(-67276880294881, 3703) 3 | (3703, 67276880294881) 3
(-67183362732643, 2578925852) 4 | (2578925852, 67183362732643) 4
(-66898943433461, 71776611954122) 4 | (71776611954122, 66898943433461) 1
(-66614393747115, 958) 1 | (958, 66614393747115) 1
(-66497098724547, 6961791472046) 1 | (6961791472046, 66497098724547) 1
(-66370635412639, 4684995544128245) 41 | (4684995544128245, 66370635412639) 40
(-66188745848876, 8639910039633) 1 | (8639910039633, 66188745848876) 2
(-65981057873675, 10698243) 5 | (10698243, 65981057873675) 1
(-65886518828226, 5358339110509) 11 | (5358339110509, 65886518828226) 58
(-65445427793375, 27978448022248) 3 | (27978448022248, 65445427793375) 5
(-65052806521442, 26150981246055) 3 | (26150981246055, 65052806521442) 4
(-64888147232068, 75591296135571) 6 | (75591296135571, 64888147232068) 2
(-64738439083723, 64865) 1 | (64865, 64738439083723) 3
(-64712766352772, 72041903251070201) 2 | (72041903251070201, 64712766352772) 1
(-64376660836930, 129522244611) 2 | (129522244611, 64376660836930) 5
(-64289307506474, 869016853) 6 | (869016853, 64289307506474) 4
(-64266334865955, 29334363183071) 5 | (29334363183071, 64266334865955) 1
(-63503166384589, 6641664) 4 | (6641664, 63503166384589) 1
(-63056365797920, 32559) 3 | (32559, 63056365797920) 4
(-63055234473813, 8757148085071) 2 | (8757148085071, 63055234473813) 8
(-62825654816389, 31448885) 3 | (31448885, 62825654816389) 1
(-62728720827885, 94270764694297) 4 | (94270764694297, 62728720827885) 2
(-62656343218756, 7905) 3 | (7905, 62656343218756) 44
(-62183591458923, 237112766233865) 5 | (237112766233865, 62183591458923) 2
(-62073261472889, 11788821121618) 5 | (11788821121618, 62073261472889) 5
(-61626034399068, 89679972922451) 7 | (89679972922451, 61626034399068) 3
(-61045305592797, 66560472141920) 4 | (66560472141920, 61045305592797) 5
(-60853335887394, 8854006914554773) 8 | (8854006914554773, 60853335887394) 1
(-60579854555226, 6750985811405143) 2 | (6750985811405143, 60579854555226) 7
(-60536773342045, 45678967925222) 3 | (45678967925222, 60536773342045) 3
(-60452826780431, 77784142096080) 3 | (77784142096080, 60452826780431) 3
(-60264818627299, 5) 2 | (5, 60264818627299) 1
(-59628199537849, 44187322205353) 4 | (44187322205353, 59628199537849) 1
(-59530521816307, 85159902440316) 5 | (85159902440316, 59530521816307) 1
(-59363618397151, 61308794957343) 7 | (61308794957343, 59363618397151) 3
(-59223126993355, 55203091427556) 6 | (55203091427556, 59223126993355) 3
(-59190128992787, 7636857742188) 29 | (7636857742188, 59190128992787) 4
(-58930095619403, 722407397160428486) 2 | (722407397160428486, 58930095619403) 8
(-58878112844933, 811223978980557) 3 | (811223978980557, 58878112844933) 3
(-58822142012351, 95313950328755) 5 | (95313950328755, 58822142012351) 3
(-58742331423308, 2332133) 4 | (2332133, 58742331423308) 1
(-58476059801570, 280169897043) 3 | (280169897043, 58476059801570) 1
(-58059610714638, 2627319035095) 8 | (2627319035095, 58059610714638) 2
(-57613758032142, 230446440087011) 1 | (230446440087011, 57613758032142) 9
(-57565500371993, 762652697) 5 | (762652697, 57565500371993) 3
(-56526438013201, 82824530479972) 12 | (82824530479972, 56526438013201) 65
(-56485235311656, 233615822097272713) 44 | (233615822097272713, 56485235311656) 5
(-55582004215031, 473) 2 | (473, 55582004215031) 2
(-55532881619694, 47697899545441) 4 | (47697899545441, 55532881619694) 1
(-55369954988731, 8) 1 | (8, 55369954988731) 2
(-54837065416557, 119074709) 1 | (119074709, 54837065416557) 2
(-54622114175819, 38725052234237) 1 | (38725052234237, 54622114175819) 3
(-54311759776443, 65238502113560) 4 | (65238502113560, 54311759776443) 0
(-54273168798311, 78738762518329) 1 | (78738762518329, 54273168798311) 3
(-54150886950221, 986) 97 | (986, 54150886950221) 0
(-53965024323464, 16073212995977837) 1 | (16073212995977837, 53965024323464) 1
(-53793732782890, 67555199) 1 | (67555199, 53793732782890) 2
(-53377975255985, 219784182755229) 1 | (219784182755229, 53377975255985) 7
(-53365830154455, 51257133377798) 3 | (51257133377798, 53365830154455) 2
(-52954254374620, 32627924018747) 6 | (32627924018747, 52954254374620) 3
(-52434481109723, 39232148) 2 | (39232148, 52434481109723) 3
(-51893212362323, 1958904371) 5 | (1958904371, 51893212362323) 1
(-51716175424565, 36806081590851792) 8 | (36806081590851792, 51716175424565) 0
(-51688769851349, 72531752243611) 1 | (72531752243611, 51688769851349) 8
(-51472444849450, 44300871176189) 1 | (44300871176189, 51472444849450) 8
(-51314325464746, 665271230906065) 4 | (665271230906065, 51314325464746) 1
(-50878761972449, 765857691138646) 78 | (765857691138646, 50878761972449) 3
(-50574391313875, 831803) 1 | (831803, 50574391313875) 6
(-50072368976667, 80799185438555) 1 | (80799185438555, 50072368976667) 2
(-49892365634485, 84317030993423) 3487 | (84317030993423, 49892365634485) 1568
(-49787089776544, 270319940643571) 6 | (270319940643571, 49787089776544) 0
(-49771632443747, 128416) 2 | (128416, 49771632443747) 4
(-48945548605082, 13427092923141) 19 | (13427092923141, 48945548605082) 23
(-48561862913866, 581835) 8 | (581835, 48561862913866) 0
(-48501231624519, 2498051) 3 | (2498051, 48501231624519) 7
(-48286359973834, 769716032532541) 2 | (769716032532541, 48286359973834) 5
(-48266551812497, 179539032969490) 1 | (179539032969490, 48266551812497) 1
(-48200405489081, 182) 2 | (182, 48200405489081) 5
(-48148980597820, 4939019558381) 4 | (4939019558381, 48148980597820) 1
(-47874448858889, 1650315375) 1 | (1650315375, 47874448858889) 3
(-47654022424215, 43067339674129) 6 | (43067339674129, 47654022424215) 4
(-47352191324887, 43234390665029) 3 | (43234390665029, 47352191324887) 2
(-46782563240458, 445) 4 | (445, 46782563240458) 2
(-45897248999012, 4370107945069) 1 | (4370107945069, 45897248999012) 9
(-45384176404891, 2910368111630317) 3 | (2910368111630317, 45384176404891) 1
(-45295348488828, 32682927691651) 1 | (32682927691651, 45295348488828) 1
(-45274022765608, 433046727) 3 | (433046727, 45274022765608) 4
(-45028049224890, 2053123284907) 5 | (2053123284907, 45028049224890) 4
(-44789798671788, 2249177) 3 | (2249177, 44789798671788) 2
(-44786117042258, 183830278164413) 6 | (183830278164413, 44786117042258) 3
(-44736287731842, 11) 4 | (11, 44736287731842) 3
(-44306540163270, 516709) 1 | (516709, 44306540163270) 1
(-44279768622341, 28669751871613) 1 | (28669751871613, 44279768622341) 5
(-44170503554942, 1253430614341735) 1 | (1253430614341735, 44170503554942) 8
(-43620983603668, 586915) 8 | (586915, 43620983603668) 1
(-42881600348993, 91554116210030) 1 | (91554116210030, 42881600348993) 5
(-42368353507970, 4674000422266691) 1 | (4674000422266691, 42368353507970) 4
(-42266967066919, 33216192296107) 1 | (33216192296107, 42266967066919) 2
(-41559170910481, 39401871427659) 3 | (39401871427659, 41559170910481) 3
(-41252768834240, 27976291) 2 | (27976291, 41252768834240) 3
(-41032092658261, 32217772446435) 7 | (32217772446435, 41032092658261) 9
(-41031502373451, 2408384) 5 | (2408384, 41031502373451) 1
(-40338217296844, 5249647638953) 1 | (5249647638953, 40338217296844) 1
(-40202655323197, 310711814950793) 2 | (310711814950793, 40202655323197) 4
(-39987729825913, 133232963391647) 1 | (133232963391647, 39987729825913) 4
(-39380568569959, 56041196) 1 | (56041196, 39380568569959) 7
(-39281750838115, 28245295924) 3 | (28245295924, 39281750838115) 2
(-38848816582987, 8778) 23 | (8778, 38848816582987) 14
(-38406182682656, 53511877311797) 2 | (53511877311797, 38406182682656) 2
(-38117231662253, 28405325764051) 3 | (28405325764051, 38117231662253) 6
(-37570840825811, 11214393976349) 9 | (11214393976349, 37570840825811) 0
(-37007268291041, 17905158) 2 | (17905158, 37007268291041) 4
(-36728040079277, 41205361276875) 11 | (41205361276875, 36728040079277) 71
(-36385082479455, 13670933317531) 4 | (13670933317531, 36385082479455) 1
(-36257018228731, 163216578) 4 | (163216578, 36257018228731) 0
(-36055971574467, 57823392457879) 6 | (57823392457879, 36055971574467) 3
(-35855404644184, 72009337849607) 8 | (72009337849607, 35855404644184) 1
(-35641804171878, 32212770726205) 39 | (32212770726205, 35641804171878) 0
(-35336272628302, 44136979154431) 1 | (44136979154431, 35336272628302) 1
(-35286408621263, 25) 1 | (25, 35286408621263) 1
(-34930677657401, 60190) 2 | (60190, 34930677657401) 5
(-34500057062835, 426467560188798454) 2 | (426467560188798454, 34500057062835) 8
(-33891888358267, 2741943940469) 3 | (2741943940469, 33891888358267) 2
(-33693899942818, 4475390300952889) 6 | (4475390300952889, 33693899942818) 1
(-33667272223818, 33886427849989) 1 | (33886427849989, 33667272223818) 2
(-33438196872963, 26036718600052) 4 | (26036718600052, 33438196872963) 2
(-33303939008482, 8304599770527) 2 | (8304599770527, 33303939008482) 1
(-33150981325673, 22078467991738) 1 | (22078467991738, 33150981325673) 2
(-33080103723145, 61434686138978) 5 | (61434686138978, 33080103723145) 3
(-33016202271319, 489686234140539) 1 | (489686234140539, 33016202271319) 4
(-32802083196439, 15230654146245) 1 | (15230654146245, 32802083196439) 3
(-32129381820139, 29890591366003) 3 | (29890591366003, 32129381820139) 7
(-31839094375643, 3) 2 | (3, 31839094375643) 1
(-31450088139539, 23564846524775) 1 | (23564846524775, 31450088139539) 1
(-30909466960369, 315047310404885) 2 | (315047310404885, 30909466960369) 4
(-30891118379537, 273738) 2 | (273738, 30891118379537) 2
(-30691807396161, 84570623659465) 4 | (84570623659465, 30691807396161) 2
(-30647533904725, 87429849020206) 2 | (87429849020206, 30647533904725) 4
(-30607484546485, 47682326371046) 3 | (47682326371046, 30607484546485) 0
(-30400861104080, 345286779) 6 | (345286779, 30400861104080) 3
(-30317423388802, 29724665) 2 | (29724665, 30317423388802) 7
(-29985428936935, 81281742795369) 1 | (81281742795369, 29985428936935) 0
(-29928636184683, 10708) 1 | (10708, 29928636184683) 1
(-29864818050227, 45031941275922) 3 | (45031941275922, 29864818050227) 1
(-29713987938015, 3333708478067) 4 | (3333708478067, 29713987938015) 5
(-29505732083565, 80761191698572) 1 | (80761191698572, 29505732083565) 1
(-29045662413719, 30941) 1 | (30941, 29045662413719) 1
(-28947652565984, 77943969567) 1 | (77943969567, 28947652565984) 4
(-28889316365498, 3634995) 7 | (3634995, 28889316365498) 0
(-28852393615302, 968887) 3 | (968887, 28852393615302) 6
(-28691800425697, 10543201408332) 1 | (10543201408332, 28691800425697) 4
(-28675881530416, 19546966923291) 1 | (19546966923291, 28675881530416) 1
(-28633800101197, 110456887809575315) 1 | (110456887809575315, 28633800101197) 2
(-28556951628595, 7786892) 3 | (7786892, 28556951628595) 5
(-28414846895959, 1959572444) 2 | (1959572444, 28414846895959) 1
(-28339500347380, 33) 8 | (33, 28339500347380) 0
(-28108596839576, 15151088804493) 1 | (15151088804493, 28108596839576) 5
(-27546922351086, 4154494331221) 10 | (4154494331221, 27546922351086) 0
(-27177705988701, 21668837470) 4 | (21668837470, 27177705988701) 1
(-27162365488183, 2232392378) 1 | (2232392378, 27162365488183) 0
(-27102492892992, 83946125426591) 6 | (83946125426591, 27102492892992) 3
(-27096850146884, 51560495578527) 3 | (51560495578527, 27096850146884) 2
(-27057695857061, 580932457555) 2 | (580932457555, 27057695857061) 1
(-27055890042483, 65158364044) 58 | (65158364044, 27055890042483) 16
(-26934201485621, 2727327562259) 1 | (2727327562259, 26934201485621) 3
(-26340960715139, 83828303193760) 4 | (83828303193760, 26340960715139) 3
(-26217434262884, 1) 3 | (1, 26217434262884) 7
(-26190336668781, 144394393644320) 2 | (144394393644320, 26190336668781) 1
(-26052263317207, 1259800872852270) 3 | (1259800872852270, 26052263317207) 7
(-25795492515223, 219) 2 | (219, 25795492515223) 6
(-25642827581932, 49768179610015) 1 | (49768179610015, 25642827581932) 1
(-25631319491368, 18476005949269) 17 | (18476005949269, 25631319491368) 11
(-25029520694481, 1657850337722) 2 | (1657850337722, 25029520694481) 1
(-24864179314013, 8327855572935) 2 | (8327855572935, 24864179314013) 1
(-24712068615974, 215432669503363) 2 | (215432669503363, 24712068615974) 1
(-24692656437543, 663652) 3 | (663652, 24692656437543) 1
(-24614966820589, 87153124034716) 2 | (87153124034716, 24614966820589) 2
(-24168030442819, 92608046195) 5 | (92608046195, 24168030442819) 1
(-24148279703075, 96932799598744) 3 | (96932799598744, 24148279703075) 3
(-23685810461326, 53904815815) 17 | (53904815815, 23685810461326) 1
(-23608788890345, 17058795950144) 4 | (17058795950144, 23608788890345) 2
(-23538907921976, 73830018355417) 1 | (73830018355417, 23538907921976) 1
(-23462428514101, 4797726829) 2 | (4797726829, 23462428514101) 8
(-23408207103627, 11107074534887) 1 | (11107074534887, 23408207103627) 7
(-23227579890361, 564109002499214) 1 | (564109002499214, 23227579890361) 1
(-23087269841051, 6127612107072) 32 | (6127612107072, 23087269841051) 11
